Xp,Yp,Zp
4394487.827704952100000000,4394487.827704952100000000,1425180.257768615600000000
4388286.974583198300000000,4388286.974583198300000000,1423155.698279521000000000
4360727.627375406200000000,4360727.627375405300000000,1414157.656105766300000000
4326278.443365665200000000,4326278.443365664200000000,1402910.103388573000000000
4257380.075346184000000000,4257380.075346183000000000,1380414.997954186500000000
4188481.707326702300000000,4188481.707326701400000000,1357919.892519800000000000
4119583.339307220700000000,4119583.339307219700000000,1335424.787085413500000000
4050684.971287739500000000,4050684.971287738500000000,1312929.681651026900000000
3878439.051239035100000000,3878439.051239034200000000,1256691.918065060900000000
3706193.131190331200000000,3706193.131190330700000000,1200454.154479094500000000
4376845.842829128700000000,4376845.842829127800000000,1532957.637316191300000000
4376571.401754006700000000,4376571.401754005800000000,1532860.868557951400000000
4376228.350410102900000000,4376228.350410102900000000,1532739.907610151700000000
4370053.426219848900000000,4370053.426219848000000000,1530562.610549754700000000
4342609.318707604900000000,4342609.318707604000000000,1520885.734725768000000000
4308304.184317301000000000,4308304.184317301000000000,1508789.639945784600000000
4239693.915536692400000000,4239693.915536691400000000,1484597.450385817800000000
4171083.646756084200000000,4171083.646756083700000000,1460405.260825851000000000
4102473.377975476400000000,4102473.377975475500000000,1436213.071265884200000000
4033863.109194867300000000,4033863.109194866800000000,1412020.881705917400000000
3862337.437243347100000000,3862337.437243346100000000,1351540.407806000400000000
3690811.765291826300000000,3690811.765291825400000000,1291059.933906083700000000
4357257.389835466600000000,4357257.389835465700000000,1640074.258291381400000000
4356984.184754709700000000,4356984.184754708800000000,1639970.730673340400000000
4356642.678403764000000000,4356642.678403763100000000,1639841.321150789000000000
4350495.564086733400000000,4350495.564086733400000000,1637511.949744866500000000
4323175.056011044400000000,4323175.056011043500000000,1627159.187940765600000000
4289024.420916434400000000,4289024.420916433400000000,1614218.235685639500000000
4220723.150727212400000000,4220723.150727211500000000,1588336.331175387400000000
4152421.880537990000000000,4152421.880537989500000000,1562454.426665135400000000
4084120.610348767600000000,4084120.610348767100000000,1536572.522154883200000000
4015819.340159546100000000,4015819.340159545200000000,1510690.617644631300000000
3845066.164686490800000000,3845066.164686490300000000,1445985.856369001100000000
3674312.989213436800000000,3674312.989213435900000000,1381281.095093370900000000
4336348.191147713000000000,4336348.191147712100000000,1746700.440192265400000000
4336076.305282236100000000,4336076.305282235100000000,1746590.185249938600000000
4335736.447950389200000000,4335736.447950389200000000,1746452.366572030100000000
4329619.015977153600000000,4329619.015977153600000000,1743971.630369677200000000
4302430.429429438900000000,4302430.429429438900000000,1732946.136136997300000000
4268444.696244795800000000,4268444.696244794900000000,1719164.268346147100000000
4200473.229875508700000000,4200473.229875508700000000,1691600.532764447400000000
4132501.763506222500000000,4132501.763506222100000000,1664036.797182747400000000
4064530.297136935400000000,4064530.297136934900000000,1636473.061601047400000000
3996558.830767649200000000,3996558.830767648300000000,1608909.326019347600000000
3826630.164844432400000000,3826630.164844431900000000,1539999.987065097800000000
3656701.498921216000000000,3656701.498921215100000000,1471090.648110847900000000
4314124.268370636700000000,4314124.268370635800000000,1852804.171128314700000000
4313853.784539507700000000,4313853.784539506800000000,1852687.222446425600000000
4313515.679750596200000000,4313515.679750595200000000,1852541.036594064200000000
4307429.793550195200000000,4307429.793550194200000000,1849909.691251559600000000
4280381.410437298900000000,4280381.410437298000000000,1838214.823062650200000000
4246570.931546178600000000,4246570.931546177700000000,1823596.237826513400000000
4178949.973763937100000000,4178949.973763936700000000,1794359.067354239500000000
4111329.015981696500000000,4111329.015981696100000000,1765121.896881965900000000
4043708.058199455500000000,4043708.058199454600000000,1735884.726409692300000000
3976087.100417214900000000,3976087.100417214000000000,1706647.555937418500000000
3807034.705961612100000000,3807034.705961611100000000,1633554.629756734500000000
3637982.311506009700000000,3637982.311506009200000000,1560461.703576050200000000
4290592.026706229000000000,4290592.026706228000000000,1958353.572243690300000000
4290323.027301442800000000,4290323.027301441900000000,1958229.965445940400000000
4289986.778045460600000000,4289986.778045459700000000,1958075.456948752700000000
4283934.291437785100000000,4283934.291437785100000000,1955294.303999378300000000
4257034.350959227400000000,4257034.350959226500000000,1942933.624224380400000000
4223409.425361029800000000,4223409.425361028900000000,1927482.774505632900000000
4156159.574164633200000000,4156159.574164632700000000,1896581.075068138300000000
4088909.722968237900000000,4088909.722968237000000000,1865679.375630643500000000
4021659.871771841800000000,4021659.871771840800000000,1834777.676193148800000000
3954410.020575446100000000,3954410.020575445600000000,1803875.976755654000000000
3786285.392584456600000000,3786285.392584456100000000,1726621.728161917300000000
3618160.764593467600000000,3618160.764593466700000000,1649367.479568180400000000
4265758.253986922100000000,4265758.253986921200000000,2063316.906220901100000000
4265490.820948304600000000,4265490.820948303700000000,2063186.678959118200000000
4265156.529650032500000000,4265156.529650031600000000,2063023.894881889700000000
4259139.286281134900000000,4259139.286281134900000000,2060093.781491775300000000
4232395.982419369700000000,4232395.982419369700000000,2047071.055313488900000000
4198966.852592164700000000,4198966.852592163700000000,2030792.647590631200000000
4132108.592937752100000000,4132108.592937751700000000,1998235.832144915600000000
4065250.333283339600000000,4065250.333283338700000000,1965679.016699199800000000
3998392.073628927600000000,3998392.073628926600000000,1933122.201253484200000000
3931533.813974515500000000,3931533.813974514600000000,1900565.385807768400000000
3764388.164838485000000000,3764388.164838484500000000,1819173.347193479300000000
3597242.515702454400000000,3597242.515702453900000000,1737781.308579190200000000
4239630.119635695600000000,4239630.119635694700000000,2167662.585814424800000000
4239364.334425940200000000,4239364.334425939200000000,2167525.777757094700000000
4239032.102913745700000000,4239032.102913744700000000,2167354.767685431500000000
4233051.935694247500000000,4233051.935694246600000000,2164276.586395500700000000
4206473.414718700600000000,4206473.414718699600000000,2150595.780662473800000000
4173250.263499266900000000,4173250.263499266500000000,2133494.773496190600000000
4106803.961060399700000000,4106803.961060398700000000,2099292.759163623700000000
4040357.658621531400000000,4040357.658621531000000000,2065090.744831056800000000
3973911.356182664200000000,3973911.356182663700000000,2030888.730498489900000000
3907465.053743796900000000,3907465.053743796400000000,1996686.716165923000000000
3741349.297646628200000000,3741349.297646627800000000,1911181.680334505900000000
3575233.541549459100000000,3575233.541549458600000000,1825676.644503088700000000
4212215.173550697000000000,4212215.173550696100000000,2271359.182414799900000000
4211951.117130553300000000,4211951.117130552400000000,2271215.835234982000000000
4211621.046605373700000000,4211621.046605372800000000,2271036.651260209300000000
4205679.777152140600000000,4205679.777152139700000000,2267811.339714301800000000
4179274.135137772700000000,4179274.135137772200000000,2253476.621732489700000000
4146267.082619812800000000,4146267.082619812300000000,2235558.224255224700000000
4080252.977583892600000000,4080252.977583891700000000,2199721.429300694700000000
4014238.872547972500000000,4014238.872547972000000000,2163884.634346164800000000
3948224.767512052800000000,3948224.767512052300000000,2128047.839391634800000000
3882210.662476132200000000,3882210.662476131700000000,2092211.044437104600000000
3717175.399886332500000000,3717175.399886332000000000,2002619.057050779500000000
3552140.137296532300000000,3552140.137296531800000000,1913027.069664454300000000
4183521.344911886800000000,4183521.344911886400000000,2374375.434643474900000000
4183259.097715498900000000,4183259.097715498400000000,2374225.592006108700000000
4182931.288720013600000000,4182931.288720012600000000,2374038.288709400700000000
4177030.726801275700000000,4177030.726801275300000000,2370666.829368657400000000
4150806.007162441500000000,4150806.007162440600000000,2355682.565632021100000000
4118025.107613898800000000,4118025.107613898300000000,2336952.235961225300000000
4052463.308516813000000000,4052463.308516812000000000,2299491.576619633900000000
3986901.509419727100000000,3986901.509419726700000000,2262030.917278043000000000
3921339.710322641800000000,3921339.710322641300000000,2224570.257936451600000000
3855777.911225555500000000,3855777.911225555000000000,2187109.598594860600000000
3691873.413482841600000000,3691873.413482841100000000,2093457.950240882600000000
3527968.915740127200000000,3527968.915740126700000000,1999806.301886904500000000
4153556.940907161700000000,4153556.940907160800000000,2476680.256978503000000000
4153296.582817565600000000,4153296.582817564700000000,2476523.964527107300000000
4152971.135205569200000000,4152971.135205568700000000,2476328.598962862500000000
4147113.078189647300000000,4147113.078189646400000000,2472812.018806458900000000
4121077.269229993200000000,4121077.269229992800000000,2457182.773666888000000000
4088532.508030425800000000,4088532.508030424800000000,2437646.217242424400000000
4023442.985631290800000000,4023442.985631290400000000,2398573.104393497100000000
3958353.463232155900000000,3958353.463232155000000000,2359499.991544569800000000
3893263.940833021000000000,3893263.940833020500000000,2320426.878695642100000000
3828174.418433886000000000,3828174.418433885100000000,2281353.765846714800000000
3665450.612436048700000000,3665450.612436047800000000,2183670.983724396700000000
3502726.806438210900000000,3502726.806438210400000000,2085988.201602078000000000
4122330.645375296500000000,4122330.645375296000000000,2578242.748410945300000000
4122072.255700088100000000,4122072.255700087600000000,2578080.053753715000000000
4121749.268606077400000000,4121749.268606076900000000,2577876.685432177000000000
4115935.500913886400000000,4115935.500913885400000000,2574216.055644494900000000
4090096.533393036100000000,4090096.533393035600000000,2557946.589921462800000000
4057797.823991973900000000,4057797.823991973000000000,2537609.757767672700000000
3993200.405189848500000000,3993200.405189848000000000,2496936.093460092800000000
3928602.986387723600000000,3928602.986387723100000000,2456262.429152512900000000
3864005.567585598700000000,3864005.567585598200000000,2415588.764844932600000000
3799408.148783472800000000,3799408.148783472400000000,2374915.100537352700000000
3637914.601778160300000000,3637914.601778159800000000,2273230.939768402800000000
3476421.054772847800000000,3476421.054772847300000000,2171546.778999452500000000
4089851.517363055600000000,4089851.517363054700000000,2679032.201131613500000000
4089595.174810233100000000,4089595.174810232600000000,2678863.153826917100000000
4089274.746619205500000000,4089274.746619205000000000,2678651.844696046800000000
4083507.039180703500000000,4083507.039180703000000000,2674848.280340380500000000
4057872.783898471400000000,4057872.783898470900000000,2657943.549870752300000000
4025829.964795682100000000,4025829.964795681200000000,2636812.636783717700000000
3961744.326590103600000000,3961744.326590103100000000,2594550.810609647500000000
3897658.688384524500000000,3897658.688384523600000000,2552288.984435577400000000
3833573.050178946000000000,3833573.050178945500000000,2510027.158261507700000000
3769487.411973367000000000,3769487.411973366000000000,2467765.332087437600000000
3609273.316459419700000000,3609273.316459419200000000,2362110.766652262800000000
3449059.220945472400000000,3449059.220945471900000000,2256456.201217087900000000
4056128.989593668800000000,4056128.989593667900000000,2779018.109247555000000000
4055874.772247657200000000,4055874.772247656200000000,2778842.760788839300000000
4055557.000565142800000000,4055557.000565141900000000,2778623.575215444900000000
4049837.110279888800000000,4049837.110279888400000000,2774678.234894343200000000
4024415.375678759500000000,4024415.375678759100000000,2757143.389022780100000000
3992638.207427347500000000,3992638.207427346600000000,2735224.831683326500000000
3929083.870924523600000000,3929083.870924523100000000,2691387.717004418400000000
3865529.534421700500000000,3865529.534421700100000000,2647550.602325510700000000
3801975.197918876500000000,3801975.197918876100000000,2603713.487646603000000000
3738420.861416053000000000,3738420.861416052100000000,2559876.372967695400000000
3579535.020158993500000000,3579535.020158993100000000,2450283.586270425900000000
3420649.178901934500000000,3420649.178901934100000000,2340690.799573156500000000
4021172.866843908600000000,4021172.866843907600000000,2878170.177527453800000000
4020920.852141774300000000,4020920.852141773800000000,2877988.581327557600000000
4020605.833764107000000000,4020605.833764106500000000,2877761.586077687800000000
4014935.502966091500000000,4014935.502966091000000000,2873675.671580032000000000
3989734.032752689400000000,3989734.032752689000000000,2855516.051590450100000000
3958232.194985936900000000,3958232.194985936400000000,2832816.526603472900000000
3895228.519452431700000000,3895228.519452431200000000,2787417.476629518000000000
3832224.843918927000000000,3832224.843918926500000000,2742018.426655563500000000
3769221.168385421900000000,3769221.168385421400000000,2696619.376681608600000000
3706217.492851916700000000,3706217.492851916200000000,2651220.326707654200000000
3548708.304018153800000000,3548708.304018153300000000,2537722.701772767600000000
3391199.115184391800000000,3391199.115184390900000000,2424225.076837881000000000
3984993.324226921000000000,3984993.324226920000000000,2976458.330174841900000000
3984743.588934783800000000,3984743.588934782900000000,2976270.541549727800000000
3984431.419819612100000000,3984431.419819611100000000,2976035.805768334800000000
3978812.375746525800000000,3978812.375746525400000000,2971810.561703261500000000
3953838.846532810500000000,3953838.846532810000000000,2953031.699191825900000000
3922621.935015666800000000,3922621.935015665800000000,2929558.121052531500000000
3860188.111981377500000000,3860188.111981377000000000,2882610.964773942300000000
3797754.288947089100000000,3797754.288947088600000000,2835663.808495353400000000
3735320.465912800700000000,3735320.465912800300000000,2788716.652216764200000000
3672886.642878511900000000,3672886.642878511000000000,2741769.495938175400000000
3516802.085292790600000000,3516802.085292790100000000,2624401.605241702400000000
3360717.527707068700000000,3360717.527707067800000000,2507033.714545229900000000
3947600.905377929100000000,3947600.905377928200000000,3073852.719627812500000000
3947353.525567578200000000,3947353.525567577200000000,3073658.795779713900000000
3947044.300804639200000000,3947044.300804638800000000,3073416.390969590700000000
3941478.255071740100000000,3941478.255071739700000000,3069053.104387373700000000
3916740.274036633800000000,3916740.274036633300000000,3049660.719577520200000000
3885817.797742751000000000,3885817.797742750500000000,3025420.238565203300000000
3823972.845154984900000000,3823972.845154984400000000,2976939.276540569500000000
3762127.892567219200000000,3762127.892567218700000000,2928458.314515935700000000
3700282.939979453100000000,3700282.939979452600000000,2879977.352491302400000000
3638437.987391687500000000,3638437.987391687000000000,2831496.390466668600000000
3483825.605922272000000000,3483825.605922271500000000,2710293.985405084200000000
3329213.224452857400000000,3329213.224452856900000000,2589091.580343499800000000
3909006.520539948300000000,3909006.520539947300000000,3170323.735383636800000000
3908761.571565670000000000,3908761.571565669000000000,3170123.735383636800000000
3908455.385347821700000000,3908455.385347821300000000,3169873.735383636800000000
3902944.033426560000000000,3902944.033426559500000000,3165373.735383636800000000
3878449.135998727800000000,3878449.135998727300000000,3145373.735383636800000000
3847830.514213938300000000,3847830.514213937800000000,3120373.735383636800000000
3786593.270644358800000000,3786593.270644358400000000,3070373.735383636800000000
3725356.027074779400000000,3725356.027074778900000000,3020373.735383636800000000
3664118.783505199900000000,3664118.783505199000000000,2970373.735383636800000000
3602881.539935620500000000,3602881.539935619600000000,2920373.735383636800000000
3449788.431011671700000000,3449788.431011671200000000,2795373.735383636800000000
3296695.322087722800000000,3296695.322087722400000000,2670373.735383636800000000
3869221.444546589200000000,3869221.444546588700000000,3265842.012846452200000000
3868979.001022214100000000,3868979.001022213100000000,3265635.997616488000000000
3868675.946616745100000000,3868675.946616744600000000,3265378.478579033200000000
3863220.967318305300000000,3863220.967318304300000000,3260743.135904842500000000
3838976.614880791400000000,3838976.614880790900000000,3240141.612908440200000000
3808671.174333900200000000,3808671.174333899300000000,3214389.709162937500000000
3748060.293240116400000000,3748060.293240116000000000,3162885.901671932100000000
3687449.412146333100000000,3687449.412146332700000000,3111382.094180926700000000
3626838.531052550300000000,3626838.531052549800000000,3059878.286689921300000000
3566227.649958767000000000,3566227.649958766500000000,3008374.479198915900000000
3414700.447224308700000000,3414700.447224308300000000,2879614.960471402400000000
3263173.244489850500000000,3263173.244489850000000000,2750855.441743888900000000
3828257.314699071900000000,3828257.314699071500000000,3360378.442195902600000000
3828017.450475246600000000,3828017.450475245700000000,3360166.474490209000000000
3827717.620195463800000000,3827717.620195463300000000,3359901.514858092600000000
3822320.675159383100000000,3822320.675159382600000000,3355132.241479993800000000
3798334.252776801100000000,3798334.252776800700000000,3333935.470910665600000000
3768351.224798573600000000,3768351.224798572700000000,3307439.507699005300000000
3708385.168842118200000000,3708385.168842117800000000,3254447.581275684800000000
3648419.112885663800000000,3648419.112885663300000000,3201455.654852364200000000
3588453.056929208800000000,3588453.056929208300000000,3148463.728429043700000000
3528487.000972753400000000,3528487.000972752900000000,3095471.802005723100000000
3378571.861081616000000000,3378571.861081615600000000,2962991.985947422200000000
3228656.721190478700000000,3228656.721190478200000000,2830512.169889120900000000
3786126.128534564300000000,3786126.128534563400000000,3453904.177274397600000000
3785888.916676254000000000,3785888.916676253500000000,3453686.321660391500000000
3785592.401853365800000000,3785592.401853365400000000,3453414.002142884300000000
3780255.135041384000000000,3780255.135041383600000000,3448512.250827748800000000
3756533.949210352300000000,3756533.949210351800000000,3426726.689427147600000000
3726882.466921563300000000,3726882.466921562800000000,3399494.737676396500000000
3667579.502343985300000000,3667579.502343984800000000,3345030.834174893800000000
3608276.537766406800000000,3608276.537766406300000000,3290566.930673391100000000
3548973.573188828800000000,3548973.573188828300000000,3236103.027171888400000000
3489670.608611250300000000,3489670.608611249800000000,3181639.123670385700000000
3341413.197167304300000000,3341413.197167303900000000,3045479.364916628700000000
3193155.785723358900000000,3193155.785723358400000000,2909319.606162872200000000
3742840.241482955400000000,3742840.241482954900000000,3546390.644490342100000000
3742605.754247190900000000,3742605.754247190000000000,3546166.967328953600000000
3742312.645202484400000000,3742312.645202484000000000,3545887.370877218400000000
3737036.682397775800000000,3737036.682397774900000000,3540854.634745981500000000
3713587.958821291600000000,3713587.958821291100000000,3518486.918607151600000000
3684277.054350686700000000,3684277.054350685800000000,3490527.273433614500000000
3625655.245409475600000000,3625655.245409475200000000,3434607.983086539900000000
3567033.436468265500000000,3567033.436468265000000000,3378688.692739464800000000
3508411.627527055300000000,3508411.627527054400000000,3322769.402392390200000000
3449789.818585844700000000,3449789.818585844200000000,3266850.112045315600000000
3303235.296232818600000000,3303235.296232818200000000,3127051.886177628800000000
3156680.773879792100000000,3156680.773879791600000000,2987253.660309942400000000
3698412.364409266500000000,3698412.364409266000000000,3637809.551734460100000000
3698180.673223130900000000,3698180.673223130400000000,3637580.121159919500000000
3697891.059240461300000000,3697891.059240460900000000,3637293.332941744000000000
3692678.007552404900000000,3692678.007552404400000000,3632131.145014584500000000
3669508.888938821900000000,3669508.888938821400000000,3609188.087560542900000000
3640547.490671843800000000,3640547.490671843300000000,3580509.265742990700000000
3582624.694137887100000000,3582624.694137886200000000,3523151.622107885800000000
3524701.897603930000000000,3524701.897603929500000000,3465793.978472781400000000
3466779.101069973300000000,3466779.101069972900000000,3408436.334837676500000000
3408856.304536016200000000,3408856.304536015700000000,3351078.691202572100000000
3264049.313201123800000000,3264049.313201123400000000,3207684.582114810600000000
3119242.321866231500000000,3119242.321866231000000000,3064290.473027049100000000
3652855.561038862400000000,3652855.561038862000000000,3728132.897306062700000000
3652626.736477735500000000,3652626.736477734500000000,3727897.783205146000000000
3652340.705776326800000000,3652340.705776326400000000,3727603.890578999600000000
3647192.153150967300000000,3647192.153150966900000000,3722313.823308367300000000
3624309.697038259800000000,3624309.697038259400000000,3698802.413216668600000000
3595706.626897376000000000,3595706.626897375600000000,3669413.150602045000000000
3538500.486615607500000000,3538500.486615607000000000,3610634.625372797700000000
3481294.346333839000000000,3481294.346333838500000000,3551856.100143550400000000
3424088.206052070500000000,3424088.206052070000000000,3493077.574914303100000000
3366882.065770302000000000,3366882.065770301500000000,3434299.049685055400000000
3223866.715065881100000000,3223866.715065880700000000,3287352.736611937200000000
3080851.364361459900000000,3080851.364361459400000000,3140406.423538819000000000
3606183.245262753700000000,3606183.245262753200000000,3817332.978845849200000000
3605957.357028813100000000,3605957.357028812600000000,3817092.252836588300000000
3605674.996736388200000000,3605674.996736387700000000,3816791.345325012200000000
3600592.511472730400000000,3600592.511472730000000000,3811375.010116643700000000
3578003.688078697800000000,3578003.688078697300000000,3787302.409190562100000000
3549767.658836157100000000,3549767.658836156600000000,3757211.658032959300000000
3493295.600351075600000000,3493295.600351074700000000,3697030.155717754700000000
3436823.541865993800000000,3436823.541865993300000000,3636848.653402549700000000
3380351.483380911900000000,3380351.483380911400000000,3576667.151087345100000000
3323879.424895830000000000,3323879.424895829500000000,3516485.648772140000000000
3182699.278683125500000000,3182699.278683125000000000,3366031.892984128100000000
3041519.132470420600000000,3041519.132470420100000000,3215578.137196116100000000
3558409.178320280700000000,3558409.178320280300000000,3905382.402271569700000000
3558186.295221271500000000,3558186.295221270500000000,3905136.137681439500000000
3557907.691347510100000000,3557907.691347509600000000,3904828.306943776600000000
3552892.821619800800000000,3552892.821619800300000000,3899287.353665845500000000
3530604.511718871100000000,3530604.511718870600000000,3874660.894652819300000000
3502744.124342709300000000,3502744.124342708800000000,3843877.820886536500000000
3447023.349590386300000000,3447023.349590385800000000,3782311.673353970500000000
3391302.574838062700000000,3391302.574838061800000000,3720745.525821404500000000
3335581.800085739700000000,3335581.800085738800000000,3659179.378288839000000000
3279861.025333415700000000,3279861.025333415300000000,3597613.230756273000000000
3140559.088452606900000000,3140559.088452606500000000,3443697.861924858800000000
3001257.151571798600000000,3001257.151571798100000000,3289782.493093444000000000
3509547.465856583800000000,3509547.465856583300000000,3992254.090712622700000000
3509327.655784856100000000,3509327.655784855600000000,3992002.362556202800000000
3509052.893195197500000000,3509052.893195197000000000,3991687.702360678000000000
3504107.166581335900000000,3504107.166581335500000000,3986023.818841229200000000
3482126.159408617300000000,3482126.159408616800000000,3960851.003199236000000000
3454649.900442719500000000,3454649.900442718500000000,3929384.983646743900000000
3399697.382510922800000000,3399697.382510922400000000,3866452.944541760300000000
3344744.864579126700000000,3344744.864579126200000000,3803520.905436776600000000
3289792.346647330100000000,3289792.346647329200000000,3740588.866331792900000000
3234839.828715533500000000,3234839.828715533000000000,3677656.827226808800000000
3097458.533886042900000000,3097458.533886042400000000,3520326.729464349800000000
2960077.239056552300000000,2960077.239056551800000000,3362996.631701890400000000
3459612.554852317600000000,3459612.554852317100000000,4077921.293439407400000000
3459395.884764149300000000,3459395.884764148900000000,4077664.178395533000000000
3459125.047153939500000000,3459125.047153939000000000,4077342.784590689500000000
3454249.970170162600000000,3454249.970170162200000000,4071557.696103510400000000
3432582.961353374200000000,3432582.961353373700000000,4045846.191716048900000000
3405499.200332388700000000,3405499.200332388300000000,4013706.811231722100000000
3351331.678290419300000000,3351331.678290418800000000,3949428.050263068200000000
3297164.156248448900000000,3297164.156248448000000000,3885149.289294414200000000
3242996.634206478900000000,3242996.634206478500000000,3820870.528325760300000000
3188829.112164508600000000,3188829.112164508100000000,3756591.767357106300000000
3053410.307059582800000000,3053410.307059582300000000,3595894.864935471700000000
2917991.501954657500000000,2917991.501954657000000000,3435197.962513837000000000
3408619.230423179900000000,3408619.230423179500000000,4162357.594783001100000000
3408405.766318379400000000,3408405.766318379000000000,4162095.171171404900000000
3408138.936187377700000000,3408138.936187377200000000,4161767.141656909600000000
3403335.993829360200000000,3403335.993829359800000000,4155862.610395995000000000
3381989.583349281000000000,3381989.583349280500000000,4129620.249236374600000000
3355306.570249182600000000,3355306.570249182200000000,4096817.297786849600000000
3301940.544048985000000000,3301940.544048984500000000,4031211.394887798900000000
3248574.517848787800000000,3248574.517848787400000000,3965605.491988747800000000
3195208.491648590200000000,3195208.491648589700000000,3899999.589089697200000000
3141842.465448392600000000,3141842.465448392100000000,3834393.686190646600000000
3008427.399947898900000000,3008427.399947898500000000,3670378.928943019800000000
2875012.334447405300000000,2875012.334447404800000000,3506364.171695393000000000
3356582.612486910500000000,3356582.612486910100000000,4245536.923040478500000000
3356372.419388711000000000,3356372.419388710500000000,4245269.270797935300000000
3356109.678015961800000000,3356109.678015961300000000,4244934.705494755900000000
3351380.333306472300000000,3351380.333306471800000000,4238912.530037526000000000
3330361.023486522500000000,3330361.023486521600000000,4212147.305783172100000000
3304086.886211584300000000,3304086.886211583900000000,4178690.775465228600000000
3251538.611661708400000000,3251538.611661708000000000,4111777.714829342900000000
3198990.337111832600000000,3198990.337111831600000000,4044864.654193457200000000
3146442.062561956200000000,3146442.062561955800000000,3977951.593557571500000000
3093893.788012081300000000,3093893.788012080800000000,3911038.532921685400000000
2962523.101637391400000000,2962523.101637390900000000,3743755.881331970900000000
2831152.415262701500000000,2831152.415262701000000000,3576473.229742256500000000
3303518.152295537800000000,3303518.152295537300000000,4327433.559360967000000000
3303311.294230794100000000,3303311.294230793100000000,4327160.760016942400000000
3303052.721649863300000000,3303052.721649862800000000,4326819.760836910500000000
3298398.415193116300000000,3298398.415193115800000000,4320681.775596348600000000
3277712.608718684400000000,3277712.608718683900000000,4293401.841193848300000000
3251855.350625644400000000,3251855.350625644000000000,4259301.923190723200000000
3200140.834439564500000000,3200140.834439564000000000,4191102.087184473900000000
3148426.318253485000000000,3148426.318253484100000000,4122902.251178223600000000
3096711.802067405100000000,3096711.802067404600000000,4054702.415171973900000000
3044997.285881325100000000,3044997.285881324700000000,3986502.579165724100000000
2915710.995416125300000000,2915710.995416124800000000,3816002.989150099500000000
2786424.704950925900000000,2786424.704950925400000000,3645503.399134474800000000
3249441.628830774700000000,3249441.628830774200000000,4408022.146607286300000000
3249238.168810456100000000,3249238.168810455600000000,4407744.283259103100000000
3248983.843785057800000000,3248983.843785057300000000,4407396.954073873300000000
3244405.993327886300000000,3244405.993327885900000000,4401145.028739742000000000
3224059.991296012400000000,3224059.991296012000000000,4373358.693921382500000000
3198627.488756170500000000,3198627.488756170000000000,4338625.775398432300000000
3147762.483676487100000000,3147762.483676486200000000,4269159.938352532700000000
3096897.478596803300000000,3096897.478596802800000000,4199694.101306633100000000
3046032.473517119400000000,3046032.473517119000000000,4130228.264260733500000000
2995167.468437435600000000,2995167.468437435100000000,4060762.427214833900000000
2868004.955738226400000000,2868004.955738226000000000,3887097.834600084500000000
2740842.443039017300000000,2740842.443039016800000000,3713433.241985335000000000
3194369.145060575100000000,3194369.145060574600000000,4487277.698187801100000000
3194169.145060574600000000,3194169.145060574200000000,4486994.855475326100000000
3193919.145060574600000000,3193919.145060574200000000,4486641.302084732800000000
3189419.145060574600000000,3189419.145060574200000000,4480277.341054054000000000
3169419.145060574600000000,3169419.145060574200000000,4451993.069806592500000000
3144419.145060575100000000,3144419.145060574200000000,4416637.730747264800000000
3094419.145060574200000000,3094419.145060573700000000,4345927.052628610300000000
3044419.145060574600000000,3044419.145060574200000000,4275216.374509955800000000
2994419.145060574600000000,2994419.145060574200000000,4204505.696391300300000000
2944419.145060574600000000,2944419.145060574200000000,4133795.018272645800000000
2819419.145060574600000000,2819419.145060574200000000,3957018.322976009000000000
2694419.145060574600000000,2694419.145060574200000000,3780241.627679372200000000
3138317.124055041500000000,3138317.124055040500000000,4565175.606852883500000000
3138120.644997296900000000,3138120.644997296400000000,4564887.870932748500000000
3137875.046175117100000000,3137875.046175116700000000,4564528.201032578900000000
3133454.267375881300000000,3133454.267375880900000000,4558054.142829530900000000
3113806.361601498900000000,3113806.361601498400000000,4529280.550815984600000000
3089246.479383521700000000,3089246.479383521200000000,4493313.560799052000000000
3040126.714947566400000000,3040126.714947565900000000,4421379.580765187700000000
2991006.950511611100000000,2991006.950511610600000000,4349445.600731322500000000
2941887.186075655300000000,2941887.186075654800000000,4277511.620697457300000000
2892767.421639700000000000,2892767.421639699500000000,4205577.640663592100000000
2769968.010549811600000000,2769968.010549811200000000,4025742.690578929100000000
2647168.599459922900000000,2647168.599459922900000000,3845907.740494266600000000
3081302.304959985000000000,3081302.304959984500000000,4641691.653450209600000000
3081109.406693921900000000,3081109.406693921400000000,4641399.111969562200000000
3080868.283861342400000000,3080868.283861341900000000,4641033.435118752500000000
3076528.072874918100000000,3076528.072874917600000000,4634451.251804180400000000
3057238.246268585800000000,3057238.246268585300000000,4605197.103739413400000000
3033125.963010671100000000,3033125.963010670600000000,4568629.418658454900000000
2984901.396494841700000000,2984901.396494841200000000,4495494.048496537800000000
2936676.829979011300000000,2936676.829979010900000000,4422358.678334620800000000
2888452.263463181900000000,2888452.263463181400000000,4349223.308172703700000000
2840227.696947352000000000,2840227.696947351600000000,4276087.938010786700000000
2719666.280657777600000000,2719666.280657777600000000,4093249.512605994000000000
2599104.864368203600000000,2599104.864368203100000000,3910411.087201201400000000
3023341.738826621300000000,3023341.738826620900000000,4716802.015632857600000000
3023152.480110919100000000,3023152.480110918600000000,4716504.757702666300000000
3022915.906716291300000000,3022915.906716290900000000,4716133.185289927800000000
3018657.585612989000000000,3018657.585612988600000000,4709444.881860631500000000
2999731.714042756700000000,2999731.714042756200000000,4679719.088841535200000000
